SkinID,name,region,desc,WeaponID,damage,ammo_clip_size,fire_interval,multi_fire_interval,bite_armor,range,full_damage_distance,min_damage_distance,min_damage,scatter_num,scatter_speed,scatter_move,scatter_max,scatter_recover_speed,player_speed_factor,player_speed_factor_while_firing,once_ammo,reload_speed,buff_id,damage_ratio_head,damage_ratio_body,damage_ratio_limb,sight_shoot_mindmg_numx
907102723,中东合作男角主题换皮枪械 Thompson,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,43,1,,,,,-2,-1,,,,,,,,,,,0.16,,,,,
907102724,中东合作男角主题换皮枪械 M82B,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,45,,-1,-0.13,,0.13,,,,,,,,,,,,,,,,,,
907102725,中东合作男角主题换皮枪械 SVD,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,26,,-1,-0.035,,,,,,,,,,,,,,,0.1,,,,,
907102726,极限运动女主题换皮枪械 Vector,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,49,,2,,,,,,,,,-0.013,,,,,,,-0.15,,,,,
907102727,极限运动女主题换皮枪械 M1887,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,41,,,,,,,,,,,-0.05,,,,-0.04,,,0.15,,,,,
907102728,极限运动女主题换皮枪械 AWM,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,4,14,,,,,,,,,,,,,,-0.04,,,0.1,,,,,
907102729,极限运动女主题换皮枪械 P90,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,32,,-4,-0.009,,,,2,,,,,,,,,,,,,,,,
907102730,CS RANK Golden Theme M500,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,25,,,,,,,2,,,,,,,,,,,-0.1,,,,,
907102731,BR RANK Character Theme AN94,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,33,,-2,,,,,,,,,-0.015,,,,,,,,,,,,
907102713,终极斗士主题枪械 PLASMA,US;SAC;NA,,39,,,,,,,2,,,,0.015,,,,,,,,,,,,
907102715,金龙帮主主题枪械 M82B,US;SAC;NA,,45,,,,,0.13,,3,,,,,,,,-0.04,,,,,,,,
907102716,胡桃夹子主题枪械 MP5,US;SAC;NA,,8,,-2,-0.008,,,,,,,,-0.01,,,,,,,,,,,,
907102717,胡桃夹子主题枪械 AUG,US;SAC;NA,,46,1,,,,,,2,,,,,,,,-0.04,,,,,,,,
907102720,宝莱坞家族主题枪械 PARAFAL,US;SAC;NA,,47,2,,,,,,2,,,,,,,,-0.04,,,,,,,,
907102721,宝莱坞家族主题枪械 G18,US;SAC;NA,,10,1,,,,,2,1,,,,,,,,,,,-0.12,,,,,
907102722,中东合作男角主题换皮枪械 USP,US;SAC;NA,,3,1,,,,,,,,,,-0.015,,,,,,,-0.12,,,,,
907102723,中东合作男角主题换皮枪械 Thompson,US;SAC;NA,,43,1,,,,,-2,-1,,,,,,,,,,,0.16,,,,,
907102724,中东合作男角主题换皮枪械 M82B,US;SAC;NA,,45,,-1,-0.13,,0.13,,,,,,,,,,,,,,,,,,
907102725,中东合作男角主题换皮枪械 SVD,US;SAC;NA,,26,,-1,-0.035,,,,,,,,,,,,,,,0.1,,,,,
907102726,极限运动女主题换皮枪械 Vector,US;SAC;NA,,49,,2,,,,,,,,,-0.013,,,,,,,-0.15,,,,,
907102727,极限运动女主题换皮枪械 M1887,US;SAC;NA,,41,,,,,,,,,,,-0.05,,,,-0.04,,,0.15,,,,,
907102728,极限运动女主题换皮枪械 AWM,US;SAC;NA,,4,14,,,,,,,,,,,,,,-0.04,,,0.1,,,,,
907102729,极限运动女主题换皮枪械 P90,US;SAC;NA,,32,,-4,-0.009,,,,2,,,,,,,,,,,,,,,,
907102730,CS RANK Golden Theme M500,US;SAC;NA,,25,,,,,,,2,,,,,,,,,,,-0.1,,,,,
907102731,BR RANK Character Theme AN94,US;SAC;NA,,33,,-2,,,,,,,,,-0.015,,,,,,,,,,,,
907102609,AK48 cobra,DEFAULT,,6,2,,,,,,2,,,,,,,,,,,-0.1,,,,,
907202609,AK48 cobra,DEFAULT,,6,2,,,,,,2,,,,,,,,,,,-0.1,,,,,
907192801,T_28_LC_XM8_THUNDER_N,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,28,2,,-0.015,,,,,,,,,,,,,,,-0.15,,,,,
907192802,T_28_LC_XM8_THUNDER_N,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,28,2,,-0.015,,,,,,,,,,,,,,,-0.1,,,,,
907192803,T_28_LC_XM8_THUNDER_N,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,28,2,,-0.015,,,,,,,,,,,,,,,-0.1,,,,,
907192804,T_28_LC_XM8_THUNDER_N,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,28,3,,-0.015,,,,,,,,,,,,,,,-0.1,,,,,
907192805,T_28_LC_XM8_THUNDER_N,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,28,3,,-0.015,,,,,,,,,,,,,,,-0.1,,,,,
907192806,T_28_LC_XM8_THUNDER_N,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,28,3,,-0.015,,,,,,,,,,,,,,,-0.1,61,,,,
907192807,T_28_LC_XM8_THUNDER_N,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,28,3,,-0.015,,,,,,,,,,,,,,,-0.1,61,,,,
907102806,孵化室猎杀日3.0四圣兽主题青龙M60,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,30,3,-5,-0.02,,,,,,,,,,,,,,,,,,,,
907102807,孵化室猎杀日3.0四圣兽主题白虎M60,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,30,,,-0.032,,,,,,,,-0.02,,,,,,,-0.1,,,,,
907102808,孵化室猎杀日3.0四圣兽主题朱雀M60,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,30,,-5,,,0.3,2,2,,,,,,,,,,,,,,,,
907102809,孵化室猎杀日3.0四圣兽主题玄武M60,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,30,1,,,,,2,2,,,,,,,,-0.04,-0.07,,,,,,,
907102816,全知魔族主题Woodpecker,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,48,,-1,,,0.2,4,4,,,,,,,,,,,,,,,,
907102817,全知魔族主题Eagle,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,9,5,1,,,,,,,,,,,,,,,,-0.1,,,,,
907102818,全知魔族主题Kord,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,54,,-8,,,,3,3,,,,-0.015,,,,,,,,,,,,
907102819,食人鲨主题MAG7,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,50,,,,,0.22,1,2,,,,0.05,,,,,,,,,,,,
907102820,食人鲨主题FAL,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,47,,-2,-0.02,,,,,,,,,,,,,,,0.15,,,,,
907102821,食人鲨主题Uzi,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,58,,2,,,,1,1,,,,,,,,,,,-0.1,,,,,
907102822,枪火新娘主题AN94,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,33,4,,,,0.15,,,,,,,,,,,,,-0.12,,,,,
907102823,枪火新娘主题Thompson,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,43,,-2,,,0.25,2,1,,,,,,,,,,,,,,,,
907102824,穿越忍者主题Kord,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,54,1,,,,,3,3,,,,,,,,,,,-0.1,,,,,
907102825,穿越忍者主题M14,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,11,,,-0.035,,0.2,,,,,,,,,,-0.04,,,,,,,,
907102826,CS排位赛黄金M1014,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,5,,1,,,,,,,,,0.08,,,,,,,,,,,,
907102827,排位赛23赛季FF角色觉醒Andrew主题SKS,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,18,,,,,,3,3,,,,,,,,,,,-0.1,,,,,
907102833,SF合作款AWM,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,4,20,-1,,,,,,,,,,,,,,,,0.18,,,,,
907102834,SF合作款MP5,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,8,3,,,,,2,2,,,,,,,,,,,-0.1,,,,,
907102816,全知魔族主题Woodpecker,US;SAC;NA,,48,,-1,,,0.2,3,3,,,,,,,,,,,,,,,,
907102817,全知魔族主题Eagle,US;SAC;NA,,9,5,1,,,,,,,,,,,,,,,,-0.1,,,,,
907102818,全知魔族主题Kord,US;SAC;NA,,54,,-8,,,,3,2,,,,-0.012,,,,,,,,,,,,
907102819,食人鲨主题MAG7,US;SAC;NA,,50,,,,,0.2,1,1,,,,0.05,,,,,,,,,,,,
907102820,食人鲨主题FAL,US;SAC;NA,,47,,-2,-0.019,,,,,,,,,,,,,,,0.1,,,,,
907102821,食人鲨主题Uzi,US;SAC;NA,,58,,2,,,,1,1,,,,,,,,,,,-0.1,,,,,
907102822,枪火新娘主题AN94,US;SAC;NA,,33,2,,,,0.12,,,,,,,,,,,,,-0.15,,,,,
907102823,枪火新娘主题Thompson,US;SAC;NA,,43,,-2,,,0.25,2,1,,,,,,,,,,,,,,,,
907102824,穿越忍者主题Kord,US;SAC;NA,,54,1,,,,,2,2,,,,,,,,,,,-0.12,,,,,
907102825,穿越忍者主题M14,US;SAC;NA,,11,,,-0.03,,0.2,,,,,,,,,,-0.05,,,,,,,,
907102826,CS排位赛黄金M1014,US;SAC;NA,,5,,1,,,,,,,,,0.1,,,,,,,,,,,,
907102827,排位赛23赛季FF角色觉醒Andrew主题SKS,US;SAC;NA,,18,,,,,,3,3,,,,,,,,,,,-0.1,,,,,
907102833,SF合作款AWM,US;SAC;NA,,4,15,-1,,,,,,,,,,,,,,,,,,,,,
907102834,SF合作款MP5,US;SAC;NA,,8,2,,,,,2,2,,,,,,,,,,,-0.1,,,,,
907192701,T_27_W_M1014_IMPERIAL,BR,,5,,,,,,,,,,,,,,,,,,,,,,,
907192702,T_27_W_M1014_IMPERIAL,BR,,5,,,,,,,,,,,,,,,,,,,,,,,
907192703,T_27_W_M1014_IMPERIAL,BR,,5,,,,,,,,,,,,,,,,,,,,,,,
907192704,T_27_W_M1014_IMPERIAL,BR,,5,,,,,,,,,,,,,,,,,,,,,,,
907192705,T_27_W_M1014_IMPERIAL,BR,,5,,,,,,,,,,,,,,,,,,,,,,,
907192706,T_27_W_M1014_IMPERIAL,BR,,5,,,,,,,,,,,,,,,,,,,,,,,
907192707,T_27_W_M1014_IMPERIAL,BR,,5,,,,,,,,,,,,,,,,,,,,,,,
907102711,纸箱动物主題槍械 UMP 鳄鱼,BR,,7,,,,,,,,,,,,,,,,,,,,,,,
907102709,纸箱动物主題槍械 UMP 老虎,BR,,7,,,,,,,,,,,,,,,,,,,,,,,
907102710,纸箱动物主題槍械 UMP 斑马,BR,,7,,,,,,,,,,,,,,,,,,,,,,,
907102708,纸箱动物主題槍械 UMP 熊,BR,,7,,,,,,,,,,,,,,,,,,,,,,,
907102712,终极斗士主题枪械 M1887,BR,,41,,,,,,,,,,,,,,,,,,,,,,,
907102713,终极斗士主题枪械 PLASMA,BR,,39,,,,,,,,,,,,,,,,,,,,,,,
907102714,金龙帮主主题枪械 Thompson,BR,,43,,,,,,,,,,,,,,,,,,,,,,,
907102715,金龙帮主主题枪械 M82B,BR,,45,,,,,,,,,,,,,,,,,,,,,,,
907102716,胡桃夹子主题枪械 MP5,BR,,8,,,,,,,,,,,,,,,,,,,,,,,
907102717,胡桃夹子主题枪械 AUG,BR,,46,,,,,,,,,,,,,,,,,,,,,,,
907102718,FFCC机器人控制师主题枪械 Vector,BR,,49,,,,,,,,,,,,,,,,,,,,,,,
907102719,FFCC机器人控制师主题枪械 MAG-7,BR,,50,,,,,,,,,,,,,,,,,,,,,,,
907102720,宝莱坞家族主题枪械 PARAFAL,BR,,47,,,,,,,,,,,,,,,,,,,,,,,
907102721,宝莱坞家族主题枪械 G18,BR,,10,,,,,,,,,,,,,,,,,,,,,,,
907102722,中东合作男角主题换皮枪械 USP,BR,,3,,,,,,,,,,,,,,,,,,,,,,,
907102723,中东合作男角主题换皮枪械 Thompson,BR,,43,,,,,,,,,,,,,,,,,,,,,,,
907102724,中东合作男角主题换皮枪械 M82B,BR,,45,,,,,,,,,,,,,,,,,,,,,,,
907102725,中东合作男角主题换皮枪械 SVD,BR,,26,,,,,,,,,,,,,,,,,,,,,,,
907102726,极限运动女主题换皮枪械 Vector,BR,,49,,,,,,,,,,,,,,,,,,,,,,,
907102727,极限运动女主题换皮枪械 M1887,BR,,41,,,,,,,,,,,,,,,,,,,,,,,
907102728,极限运动女主题换皮枪械 AWM,BR,,4,,,,,,,,,,,,,,,,,,,,,,,
907102729,极限运动女主题换皮枪械 P90,BR,,32,,,,,,,,,,,,,,,,,,,,,,,
907102730,CS RANK Golden Theme M500,BR,,25,,,,,,,,,,,,,,,,,,,,,,,
907102731,BR RANK Character Theme AN94,BR,,33,,,,,,,,,,,,,,,,,,,,,,,
907192801,T_28_LC_XM8_THUNDER_N,BR,,28,,,,,,,,,,,,,,,,,,,,,,,
907192802,T_28_LC_XM8_THUNDER_N,BR,,28,,,,,,,,,,,,,,,,,,,,,,,
907192803,T_28_LC_XM8_THUNDER_N,BR,,28,,,,,,,,,,,,,,,,,,,,,,,
907192804,T_28_LC_XM8_THUNDER_N,BR,,28,,,,,,,,,,,,,,,,,,,,,,,
907192805,T_28_LC_XM8_THUNDER_N,BR,,28,,,,,,,,,,,,,,,,,,,,,,,
907192806,T_28_LC_XM8_THUNDER_N,BR,,28,,,,,,,,,,,,,,,,,,,,,,,
907192807,T_28_LC_XM8_THUNDER_N,BR,,28,,,,,,,,,,,,,,,,,,,,,,,
907102806,孵化室猎杀日3.0四圣兽主题青龙M60,BR,,30,,,,,,,,,,,,,,,,,,,,,,,
907102807,孵化室猎杀日3.0四圣兽主题白虎M60,BR,,30,,,,,,,,,,,,,,,,,,,,,,,
907102808,孵化室猎杀日3.0四圣兽主题朱雀M60,BR,,30,,,,,,,,,,,,,,,,,,,,,,,
907102809,孵化室猎杀日3.0四圣兽主题玄武M60,BR,,30,,,,,,,,,,,,,,,,,,,,,,,
907102816,全知魔族主题Woodpecker,BR,,48,,,,,,,,,,,,,,,,,,,,,,,
907102817,全知魔族主题Eagle,BR,,9,,,,,,,,,,,,,,,,,,,,,,,
907102818,全知魔族主题Kord,BR,,54,,,,,,,,,,,,,,,,,,,,,,,
907102819,食人鲨主题MAG7,BR,,50,,,,,,,,,,,,,,,,,,,,,,,
907102820,食人鲨主题FAL,BR,,47,,,,,,,,,,,,,,,,,,,,,,,
907102821,食人鲨主题Uzi,BR,,58,,,,,,,,,,,,,,,,,,,,,,,
907102822,枪火新娘主题AN94,BR,,33,,,,,,,,,,,,,,,,,,,,,,,
907102823,枪火新娘主题Thompson,BR,,43,,,,,,,,,,,,,,,,,,,,,,,
907102824,穿越忍者主题Kord,BR,,54,,,,,,,,,,,,,,,,,,,,,,,
907102825,穿越忍者主题M14,BR,,11,,,,,,,,,,,,,,,,,,,,,,,
907102826,CS排位赛黄金M1014,BR,,5,,,,,,,,,,,,,,,,,,,,,,,
907102827,排位赛23赛季FF角色觉醒Andrew主题SKS,BR,,18,,,,,,,,,,,,,,,,,,,,,,,
907102833,SF合作款AWM,BR,,4,,,,,,,,,,,,,,,,,,,,,,,
907102834,SF合作款MP5,BR,,8,,,,,,,,,,,,,,,,,,,,,,,
907102734,排位赛22赛季FF角色马克西姆主题Scar,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,12,,,,,,,,,,,-0.03,,-0.3,,-0.04,,,,,,,,
907102734,排位赛22赛季FF角色马克西姆主题Scar,US;SAC;NA,,12,,,,,,,,,,,-0.03,,-0.3,,-0.04,,,,,,,,
907102734,排位赛22赛季FF角色马克西姆主题Scar,BR,,12,,,,,,,,,,,,,,,,,,,,,,,
907102914,孵化室岩浆主题MP5_橙,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,8,,,-0.013,,,2,2,,,,,,,,,,,-0.1,,,,,
907102911,孵化室岩浆主题MP5_蓝,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,8,3,-2,,,,,,,,,-0.02,,-0.1,,,,,,,,,,
907102912,孵化室岩浆主题MP5_紫,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,8,2,,,,0.25,,,,,,,,,,-0.04,,,,,,,,
907102913,孵化室岩浆主题MP5_绿,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,8,,2,,,,2,2,,,,,,,,,,,-0.1,,,,,
907102915,四周年庆音乐节主题Thompson,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,43,1,-2,,,,2,3,,,,,,,,,,,,,,,,
907102916,金翼特派员主题UZI,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,58,1,,,,,,,,,,-0.01,,-0.2,,,,,-0.1,,,,,
907102917,金翼特派员主题MAG7,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,50,,,,,,1,1,,,,-0.06,,-0.2,,,,,-0.1,,,,,
907102918,觉醒Moco二次元主题枪械AUG,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,46,1,-2,,,0.12,,,,,,,,,,,,,,,,,,
907102919,觉醒Moco二次元主题枪械SPAS12,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,29,2,1,,,,,,,,,0.02,,0.2,,,,,,,,,,
907102920,京剧潮服主题GROZA,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,14,,,,,0.25,,,,,,-0.03,,,,-0.06,,,,,,,,
907102921,京剧潮服主题M82B,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,45,,1,-0.13,,,,,,,,,,,,,,,-0.1,,,,,
907102922,蔚蓝部落主题AC80,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,89,,1,,,0.12,,,,,,0.03,,0.02,,,,,,,,,,
907102924,CS排位赛黄金主題AN94,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,33,,-2,,,,,2,2,,,,,,,,,,,,,,,
907102925,排位赛24赛季FF角色米莎主题M14,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,11,,,,,,,,,,,-0.025,,-0.125,,-0.04,,,,,,,,
907102933,角色音乐家兄弟主题AK47,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,6,3,2,,,,,,,,,0.025,,,,,,,,,,,,
907102934,角色音乐家兄弟主题M249,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,19,,,,,0.12,,2,1,,,,,,,-0.05,,,,,,,,
907102935,冰火主题双枪Vector,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,49,1,,,,,2,3,,,,,,,,,,,-0.1,,,,,
907102937,黑金主题M1887,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,41,,,-0.06,,,1,2,,,,,,,,,,,-0.1,,,,,
907102938,火主题PARAFAL,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,47,,-2,,,,,2,,,,-0.02,,,,,,,,,,,,
907102915,四周年庆音乐节主题Thompson,US;SAC;NA,,43,1,-2,,,,2,2,,,,,,,,,,,,,,,,
907102916,金翼特派员主题UZI,US;SAC;NA,,58,1,,,,,,,,,,-0.01,,-0.1,,,,,-0.1,,,,,
907102917,金翼特派员主题MAG7,US;SAC;NA,,50,,,,,,1,1,,,,-0.06,,-0.2,,,,,-0.1,,,,,
907102918,觉醒Moco二次元主题枪械AUG,US;SAC;NA,,46,1,-2,,,0.12,,,,,,,,,,,,,,,,,,
907102920,京剧潮服主题GROZA,US;SAC;NA,,14,,,,,0.12,,,,,,-0.03,,,,-0.06,,,,,,,,
907102921,京剧潮服主题M82B,US;SAC;NA,,45,,1,-0.13,,,,,,,,,,,,,,,-0.1,,,,,
907102922,蔚蓝部落主题AC80,US;SAC;NA,,89,,1,,,0.1,,,,,,0.03,,0.02,,,,,,,,,,
907102924,CS排位赛黄金主題AN94,US;SAC;NA,,33,,-2,,,,,2,1,,,,,,,,,,,,,,,
907102925,排位赛24赛季FF角色米莎主题M14,US;SAC;NA,,11,,,,,,,,,,,-0.025,,-0.125,,-0.05,,,,,,,,
907102933,角色音乐家兄弟主题AK47,US;SAC;NA,,6,2,2,,,,,,,,,0.03,,,,,,,,,,,,
907102934,角色音乐家兄弟主题M249,US;SAC;NA,,19,,,,,0.1,,1,1,,,,,,,-0.06,,,,,,,,
907102914,孵化室岩浆主题MP5_橙,BR,,8,,,,,,,,,,,,,,,,,,,,,,,
907102911,孵化室岩浆主题MP5_蓝,BR,,8,,,,,,,,,,,,,,,,,,,,,,,
907102912,孵化室岩浆主题MP5_紫,BR,,8,,,,,,,,,,,,,,,,,,,,,,,
907102913,孵化室岩浆主题MP5_绿,BR,,8,,,,,,,,,,,,,,,,,,,,,,,
907102915,四周年庆音乐节主题Thompson,BR,,43,,,,,,,,,,,,,,,,,,,,,,,
907102916,金翼特派员主题UZI,BR,,58,,,,,,,,,,,,,,,,,,,,,,,
907102917,金翼特派员主题MAG7,BR,,50,,,,,,,,,,,,,,,,,,,,,,,
907102918,觉醒Moco二次元主题枪械AUG,BR,,46,,,,,,,,,,,,,,,,,,,,,,,
907102919,觉醒Moco二次元主题枪械SPAS12,BR,,29,,,,,,,,,,,,,,,,,,,,,,,
907102920,京剧潮服主题GROZA,BR,,14,,,,,,,,,,,,,,,,,,,,,,,
907102921,京剧潮服主题M82B,BR,,45,,,,,,,,,,,,,,,,,,,,,,,
907102922,蔚蓝部落主题AC80,BR,,89,,,,,,,,,,,,,,,,,,,,,,,
907102924,CS排位赛黄金主題AN94,BR,,33,,,,,,,,,,,,,,,,,,,,,,,
907102925,排位赛24赛季FF角色米莎主题M14,BR,,11,,,,,,,,,,,,,,,,,,,,,,,
907102933,角色音乐家兄弟主题AK47,BR,,6,,,,,,,,,,,,,,,,,,,,,,,
907102934,角色音乐家兄弟主题M249,BR,,19,,,,,,,,,,,,,,,,,,,,,,,
907102935,冰火主题双枪Vector,BR,,49,,,,,,,,,,,,,,,,,,,,,,,
907102937,黑金主题M1887,BR,,41,,,,,,,,,,,,,,,,,,,,,,,
907102938,火主题PARAFAL,BR,,47,,,,,,,,,,,,,,,,,,,,,,,
907193001,T_30_YF_UMP_BOOYAHDAY21_N,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,7,1,,-0.01,,,,,,,,,,,,,,,-0.15,,,,,
907193002,T_30_YF_UMP_BOOYAHDAY21_N,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,7,1,,-0.01,,,,,,,,,,,,,,,-0.08,,,,,
907193003,T_30_YF_UMP_BOOYAHDAY21_N,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,7,1,,-0.01,,,,,,,,,,,,,,,-0.08,,,,,
907193004,T_30_YF_UMP_BOOYAHDAY21_N,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,7,2,,-0.01,,,,,,,,,,,,,,,-0.08,,,,,
907193005,T_30_YF_UMP_BOOYAHDAY21_N,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,7,2,,-0.01,,,,,,,,,,,,,,,-0.08,,,,,
907193006,T_30_YF_UMP_BOOYAHDAY21_N,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,7,2,,-0.01,,,,,,,,,,,,,,,-0.08,112,,,,
907193007,T_30_YF_UMP_BOOYAHDAY21_N,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,7,2,,-0.01,,,,,,,,,,,,,,,-0.08,112,,,,
907193001,T_30_YF_UMP_BOOYAHDAY21_N,BR,,7,,,,,,,,,,,,,,,,,,,,,,,
907193002,T_30_YF_UMP_BOOYAHDAY21_N,BR,,7,,,,,,,,,,,,,,,,,,,,,,,
907193003,T_30_YF_UMP_BOOYAHDAY21_N,BR,,7,,,,,,,,,,,,,,,,,,,,,,,
907193004,T_30_YF_UMP_BOOYAHDAY21_N,BR,,7,,,,,,,,,,,,,,,,,,,,,,,
907193005,T_30_YF_UMP_BOOYAHDAY21_N,BR,,7,,,,,,,,,,,,,,,,,,,,,,,
907193006,T_30_YF_UMP_BOOYAHDAY21_N,BR,,7,,,,,,,,,,,,,,,,,,,,,,,
907193007,T_30_YF_UMP_BOOYAHDAY21_N,BR,,7,,,,,,,,,,,,,,,,,,,,,,,
907103001,拉美亡灵节主题枪械Thompson,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,43,,,-0.009,,,,,,,,-0.025,,,,,,,-0.15,,,,,
907103002,拉美亡灵节主题枪械Kord,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,54,,-8,-0.01,,,,,,,,,,,,,,,0.12,,,,,
907103003,浮世绘主题枪械AWM,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,4,,,-0.18,,0.22,,,,,,,,,,-0.04,,,,,,,,
907103004,浮世绘主题枪械M1917,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,55,,2,,,,1,1,,,,0.02,,,,,,,,,,,,
907103005,南非风格主题枪械ParaFal,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,47,2,,,,,,,,,,-0.04,,,,,,,-0.1,,,,,
907103006,南非风格主题枪械Woodpecker,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,48,,1,,,0.18,,,,,,,,,,-0.04,,,,,,,,
907103007,印度排灯节主题枪械Scar,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,12,,-2,,,,4,3,,,,,,,,,,,,,,,,
907103008,印度排灯节主题枪械AC80,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,89,,1,,,,3,5,,,,,,,,-0.04,,,,,,,,
