id,name,sort,hud_icon,sound_fire,mute_sound_fire,sound_fire_middle_range,sound_fire_long_range,sound_fire_middle_range_low,sound_fire_long_range_low,mute_sound_fire_low,sound_clip_in,sound_clip_out,sound_change_weapon,type,subtype,subsubtype,combine_type,damage,ammo_clip_size,initial_clip_count,fire_interval,ammo_id,attachment_slot,fire_type,bite_armor,range,full_damage_distance,min_damage_distance,min_damage,scatter_num,scatter_speed,scatter_move,scatter_max,scatter_recover_speed,player_speed_factor,player_speed_factor_while_firing,once_ammo,reload_speed,sight_equip,sight_default_equip,attachment_default_equip,sight_switch_music,sight_switch_time,sight_shoot_mindmg_numy,sight_ui_action_ratio,sight_ui_action_recovery,angle,delay,silencer,single_shot,repeat_fire_interval,damage_ratio_body,damage_ratio_head,damage_ratio_limb,knock_down_damage,armor_penetration_rate,buff_id,extra_damage_rate,fireShakeParam,canautoswitch,gunfireinterval,icewall_breakdown_rate,boost_damage,boost_damage_interval,sound_pull_bolt,bullet_effect,fire_effect,second_fire_effect,hd_anim_controller,hd_female_anim_controller,full_hd_anim_controller,full_hd_female_anim_controller,id_weaponskin,weapon_gold_type,ishealgun,ifautofire_enemy,pre_exchange_time,post_exchange_time,absolute_exchange_time,fire_vibrate,clip_vibrate,TagID,headshot_full_ratio_distance,headshot_min_ratio_distance,headshot_min_ratio
87,DogM1887,46,Icon_HUD_doggun,SOUND_DOGGUN_FIRE,SOUND_DOGGUN_FIRE,SOUND_WEAPON_DOGGUN_FIRE_MIDRANGE,SOUND_WEAPON_DOGGUN_FIRE_MIDRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_DOGGUN_FIRE,SOUND_M1887_CLIPIN,SOUND_M1887_CLIPOUT,SOUND_SWITCH_WEAPON_SHOTGUN,4,0,,,17,2,1,0.36,204,,1,0.08,30,6,22,8,0,1,1.2,2.4,10,1,0.55,10,1,,,,SOUND_EQUIP,0.2,,,,,,,FALSE,,,,,,,,,0.008#0.09#0.18#0.6,TRUE,1,,,,,EFFECT_BULLET_M1887,,,INGAME_WEAPON_OVERRIDE_ANIM_M1887_HD,INGAME_WEAPON_OVERRIDE_ANIM_M1887_FEMALE_HD,INGAME_WEAPON_OVERRIDE_ANIM_M1887_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_M1887_FEMALE_FULL_HD,,,,,0.25,0.25,,141,441,,8,13,-2
88,MAC10,88,Icon_HUD_Mac10,SOUND_MAC10_FIRE,SOUND_MAC10_SILENCER,SOUND_UMPSG_MIDDLERANGE,SOUND_UMPSG_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_UZI_CLIPIN,SOUND_UZI_CLIPOUT,SOUND_SWITCH_WEAPON_SUB,6,0,,,24,30,1,0.09,205,1;2;3,1,0.18,220,14,29,12,6,0.16,1,2.4,10,1.1,0.85,1,1.1,531;532;533;534;535;536;537,532,504,SOUND_EQUIP_2,0.15,4,,,,,,FALSE,,,,,,,,,0.01#0.022#0.06#0.6,TRUE,7,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_MP5_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_MP5_FEMALE_FULL_HD,,,,,0.25,0.25,,185,485,38;2;31,12,20,-2
89,AC80(MINI),89,Icon_HUD_MINI,SOUND_MINI14_FIRE,SOUND_MINI14_SILENCER,SOUND_MINI14_MIDDLERANGE,SOUND_MINI14_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_MINI14_CLIPIN,SOUND_MINI14_CLIPOUT,SOUND_SWITCH_WEAPON_SNIPER,0,3,,,50,10,1,0.45,201,0;2;4,1,0.5,220,62,82,20,10,0.25,1.15,2,10,1,0.65,1,1,531;532;533;534;535;536;537,535,,SOUND_EQUIP,0.15,20,,,,,,FALSE,,0.34,0.5,0.25,,,,,0.008#0.045#0.42#0.6,TRUE,1,,0.6,2,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_AK_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AK_FEMALE_FULL_HD,,,,,0.25,0.25,,186,486,3;36;5,,,
90,RGS50  Anti-materiel Launcher,40,Icon_HUD_RGS50,SOUND_RGS50_FIRE,SOUND_RGS50_FIRE,,,SOUND_RGS50_FIRE,SOUND_RGS50_FIRE,SOUND_RGS50_FIRE,SOUND_M79_CLIPIN,SOUND_M79_CLIPOUT,SOUND_SWITCH_WEAPON_RGS50,7,1,,,100,3,1,3,207,,1,0,220,100,100,60,0,0,1,1,10,1,0.8,1,1.1,,,,SOUND_EQUIP,0.2,,,,,,,FALSE,,,,,,,,2,,TRUE,0,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_GRENADELAUNCHER_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_GRENADELAUNCHER_FEMALE_FULL_HD,,,,,0.25,0.25,,,,,,,
91,M79-sr,33,Icon_HUD_M79,SOUND_M79_FIRE,SOUND_M79_FIRE,,,SOUND_M79_FIRE,SOUND_M79_FIRE,SOUND_M79_FIRE,SOUND_M79_CLIPIN,SOUND_M79_CLIPOUT,SOUND_SWITCH_WEAPON_M79,7,0,,,100,1,1,3,207,1,1,0,220,100,100,100,0,0,1,1,10,1,0.8,1,1.1,,,,SOUND_EQUIP,0.2,,,,,,,FALSE,,,,,,,,,,TRUE,1,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_M79_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_M79_FEMALE_FULL_HD,,,,,0.25,0.25,,,,,,,
92,VehMachineGun,34,Icon_HUD_MachineGun,SOUND_VEHICLEMACHINEGUN_FIRE,SOUND_SMG_SILENCER,SOUND_SMG_MIDDLERANGE,SOUND_SMG_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_AK47_CLIPIN,SOUND_AK47_CLIPOUT,SOUND_SWITCH_WEAPON,10,0,,,10,2000,1,0.18,201,,1,0,220,38,85,5,1,0.3,1.2,2.4,10,1,0.55,1,0.8,531;532;533;534;535;536;537,532,,SOUND_EQUIP,0.2,18,,,,,,FALSE,,,,,,,,,,TRUE,4,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_AR_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AR_FEMALE_FULL_HD,,,,,0.25,0.25,,,,,,,
93,HealingPistol,35,Icon_HUD_TREATMENTGUN,SOUND_TREATMENTGUN_FIRE,SOUND_TREATMENTGUN_FIRE,SOUND_TREATMENTGUN_FIRE,SOUND_TREATMENTGUN_FIRE,SOUND_TREATMENTGUN_FIRE,SOUND_TREATMENTGUN_FIRE,SOUND_TREATMENTGUN_FIRE,SOUND_G18_CLIPIN,SOUND_G18_CLIPOUT,SOUND_SWITCH_WEAPON,2,0,,,31,25,1,0.3,208,,1,0,50,15,40,10,4,0.15,1.2,2,10,1.1,0.85,1,0.9,531;532;533;534;535;536;537,532,,SOUND_EQUIP,0.2,8,,,,,,FALSE,,,,,,,,,0.002#0.002#0.2#0.6,TRUE,2,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_HANDGUN_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_HANDGUN_FEMALE_FULL_HD,,,1,0,0.25,0.25,,,,49;29,,,
94,AWM,36,Icon_HUD_AWM,SOUND_AWM_FIRE,SOUND_SNIPER_SILENCER,SOUND_AWM_MIDDLERANGE,SOUND_AWM_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_AWM_CLIPIN,SOUND_AWM_CLIPOUT,SOUND_SWITCH_WEAPON_SNIPER,1,0,,,200,5,1,1.3,203,0;1,1,0,220,70,90,150,5,0,1,1,10,1,0.8,1,0.7,531;532;533;534;535;536;537;538,538,,SOUND_EQUIP,0.2,50,,,,,,FALSE,,,,,,,,,0.01#0.1#0.82#0.6,TRUE,1,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_SNIPER_AWM_HD,INGAME_WEAPON_OVERRIDE_ANIM_SNIPER_AWM_FEMALE_HD,INGAME_WEAPON_OVERRIDE_ANIM_AWM_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AWM_FEMALE_FULL_HD,,,,,0.25,0.25,,104,404,,,,
95,Hand-Cannon,44,Icon_HUD_Hand_Cannon,SOUND_HANDCANNON_FIRE,SOUND_M79_FIRE,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_M79_FIRE,SOUND_M79_FIRE,SOUND_M79_FIRE,SOUND_M79_CLIPIN,SOUND_M79_CLIPOUT,SOUND_SWITCH_WEAPON_HAND,16,0,,,50,2,1,1.5,207,,1,0,25,10,10,10,0,0.5,1.5,2,10,1.1,0.75,1,1.1,,,,SOUND_EQUIP,0.2,,,,,,,FALSE,,,,,,,,,0.01#0.06#0.5#0.6,TRUE,1,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_HANDCANNON_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_HANDCANNON_FEMALE_FULL_HD,,,,,0.25,0.25,,,,50;4,,,
96,LightStick,46,icon_HUD_fist,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,3,4,,,0,0,0,1,,,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,,,,,0.15,,,,,,,FALSE,,,,,,,,,,TRUE,0,,,,,,,,,,,,,,,,0.25,0.25,,,,26,,,
97,Ice-gun,47,Icon_HUD_ICE_GUN,SOUND_ICEGUN_FIRE,SOUND_ICEGUN_FIRE,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_M79_CLIPIN,SOUND_M79_CLIPOUT,SOUND_SWITCH_WEAPON_HAND,19,0,,,10,3,1,1.5,212,,1,0,25,10,10,10,0,0.5,1.5,2,10,1.1,0.75,1,1.1,,,,SOUND_EQUIP,0.2,,,,,,,FALSE,,,,,,,,,0.01#0.06#0.5#0.6,TRUE,0,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_HANDGUN_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_HANDGUN_FEMALE_FULL_HD,,,,,0.25,0.25,,,,72,,,
98,CG15,39,Icon_HUD_CG15,SOUND_CG15_FIRE,SOUND_SMG_SILENCER,SOUND_CG15_MIDDLERANGE,SOUND_CG15_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_MP5_CLIPIN,SOUND_MP5_CLIPOUT,SOUND_SWITCH_WEAPON_SUB,12,1,,,25,20,1,0.11,205,1;2,1,0,220,25,75,18,3,0.14,1.1,1.9,10,1,0.65,1,1.1,539,539,,SOUND_EQUIP,0.2,6,,,,,,FALSE,,,,,,,,,,TRUE,5,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_SMG_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_SMG_FEMALE_FULL_HD,,,,,0.25,0.25,,,,,12,20,-2
99,SHIELDGUN护盾枪,99,Icon_HUD_Shieldgun,SOUND_SHIELDGUN_FIRE,SOUND_AR_SILENCER,SOUND_SHIELDGUN_FIRE,SOUND_SHIELDGUN_FIRE,SOUND_SHIELDGUN_FIRE,SOUND_SHIELDGUN_FIRE,SOUND_AR_SILENCER,SOUND_SHIELDGUN_CLIPIN,SOUND_SHIELDGUN_CLIPOUT,SOUND_SWITCH_WEAPON_SHIELDGUN,0,2,,,27,30,1,0.17,201,0;1;2;4,1,0,220,21,52,12,3,0.18,1.2,2.4,10,1,0.85,1,1,530,530,,SOUND_EQUIP_2,0.2,8,,,,,,FALSE,,,,,,,,,0.025#0.025#0.1#0.6,TRUE,4,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_AR_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AR_FEMALE_FULL_HD,,,,,0.25,0.25,,,,48,,,
100,喷火器Flamethrower,100,Icon_HUD_FLAMETHROWER,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,,,SOUND_SWITCH_WEAPON,21,0,,,15,200,1,0.06,214,,1,1,6,4,5,10,1,1,1,1,1,1.1,0.65,1,0.9,,,,SOUND_EQUIP,0.2,8,,,20,,,FALSE,,,-4.5,,,,,2,0.01#0.015#0.08#0.6,TRUE,5,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_HANDGUN_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_HANDGUN_FEMALE_FULL_HD,,,,,0.25,0.25,,,,47,,,
110,HurricaneStickP,46,icon_HUD_fist,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,3,4,,,0,0,0,1,,,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,,,,,0.15,,,,,,,FALSE,,,,,,,,,,TRUE,0,,,,,,,,,,,,,,,,0.25,0.25,,,,,,,
111,HurricaneStickW,46,icon_HUD_fist,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,3,4,,,0,0,0,1,,,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,,,,,0.15,,,,,,,FALSE,,,,,,,,,,TRUE,0,,,,,,,,,,,,,,,,0.25,0.25,,,,,,,
119,M1887TD,46,Icon_HUD_M1887,SOUND_M1887_FIRE,SOUND_M1014_FIRE,SOUND_M1887_MIDDLERANGE,SOUND_M1887_MIDDLERANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_M1014_FIRE,SOUND_M1887_CLIPIN,SOUND_M1887_CLIPOUT,SOUND_SWITCH_WEAPON_SHOTGUN,4,0,,,17,3,1,0.36,204,,1,0.08,30,6,22,8,0,1,1.2,2.4,10,1,0.55,10,1,,,,SOUND_EQUIP,0.2,,,,,,,FALSE,,,,,,,,,0.008#0.09#0.18#0.6,TRUE,1,,,,,EFFECT_BULLET_M1887,,,INGAME_WEAPON_OVERRIDE_ANIM_M1887_HD,INGAME_WEAPON_OVERRIDE_ANIM_M1887_FEMALE_HD,INGAME_WEAPON_OVERRIDE_ANIM_M1887_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_M1887_FEMALE_FULL_HD,,TRUE,,,0.3,0.25,,141,441,,8,13,-2
120,GoldMP5-II,60,Icon_HUD_MP5,SOUND_MP5_FIRE,SOUND_SMG_SILENCER,SOUND_SMG_MIDDLERANGE,SOUND_SMG_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_MP5_CLIPIN,SOUND_MP5_CLIPOUT,SOUND_SWITCH_WEAPON,6,0,,,23,30,1,0.088,205,0;1;3;5,1,0,220,18,34,10,6,0.14,1.1,2.2,10,1,0.85,1,1.1,531;532;533;534;535;536;537,532,5511,SOUND_EQUIP,0.2,4,,,,,,FALSE,,,,,,,,,0.008#0.02#0.08#0.6,TRUE,6,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_MP5_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_MP5_FEMALE_FULL_HD,8,TRUE,,,0.25,0.25,,108,408,54;17;31,12,20,-2
121,GoldMP5-III,60,Icon_HUD_MP5,SOUND_MP5_FIRE,SOUND_SMG_SILENCER,SOUND_SMG_MIDDLERANGE,SOUND_SMG_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_MP5_CLIPIN,SOUND_MP5_CLIPOUT,SOUND_SWITCH_WEAPON,6,0,,,23,30,1,0.082,205,0;1;3;5,1,0,220,18,34,10,6,0.14,1.1,2.2,10,1,0.85,1,1.1,531;532;533;534;535;536;537,532,5511,SOUND_EQUIP,0.2,4,,,,,,FALSE,,,,,,,,,0.008#0.02#0.08#0.6,TRUE,6,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_MP5_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_MP5_FEMALE_FULL_HD,8,TRUE,,,0.25,0.25,,108,408,61;60;31,12,20,-2
122,GoldM60-II,61,Icon_HUD_M60,SOUND_M60_FIRE,SOUND_AR_SILENCER,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_M60_CLIPIN,SOUND_M60_CLIPOUT,SOUND_SWITCH_WEAPON,0,1,,,31,60,1,0.18,201,3;5,1,0,220,41,71,14,3,0.24,1.15,2.5,10,1,0.3,1,0.9,531;532;533;534;535;536;537,532,5523;524,SOUND_EQUIP,0.2,12,,,,,,FALSE,,,,,,,,0.6,0.014#0.02#0.12#0.6,TRUE,4,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_MG_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_MG_FEMALE_FULL_HD,30,TRUE,,,0.25,0.25,,130,430,12;62;17,,,
123,GoldM60-III,61,Icon_HUD_M60,SOUND_M60_FIRE,SOUND_AR_SILENCER,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_M60_CLIPIN,SOUND_M60_CLIPOUT,SOUND_SWITCH_WEAPON,0,1,,,31,60,1,0.18,201,3;5,1,0,220,41,71,14,3,0.24,1.15,2.5,10,1,0.3,1,0.9,531;532;533;534;535;536;537,532,5524;524,SOUND_EQUIP,0.2,12,,,,,,FALSE,,,,,,,,0.6,0.014#0.02#0.12#0.6,TRUE,4,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_MG_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_MG_FEMALE_FULL_HD,30,TRUE,,,0.25,0.25,,130,430,61;63;12,,,
124,GoldVSS-II,62,Icon_HUD_VSS,SOUND_VSS_FIRE,SOUND_VSS_FIRE,,,SOUND_VSS_FIRE,SOUND_VSS_FIRE,SOUND_VSS_FIRE,SOUND_VSS_CLIPIN,SOUND_VSS_CLIPOUT,SOUND_SWITCH_WEAPON,6,1,,,29,15,1,0.23,205,1;4;5,1,0,220,50,90,14,3,0.1,1,1.4,10,1,0.35,1,1,531;532;533;534;535;536;537,535,5514,SOUND_EQUIP,0.2,10,,,,,TRUE,FALSE,,,,,,,,,0.012#0.015#0.22#0.6,TRUE,3,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_AK_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AK_FEMALE_FULL_HD,13,TRUE,,,0.25,0.25,,113,413,39;54;17,,,
125,GoldVSS-III,62,Icon_HUD_VSS,SOUND_VSS_FIRE,SOUND_VSS_FIRE,,,SOUND_VSS_FIRE,SOUND_VSS_FIRE,SOUND_VSS_FIRE,SOUND_VSS_CLIPIN,SOUND_VSS_CLIPOUT,SOUND_SWITCH_WEAPON,6,1,,,29,15,1,0.2,205,1;4;5,1,0,220,50,90,14,3,0.1,1,1.4,10,1,0.35,1,1,531;532;533;534;535;536;537,535,5514,SOUND_EQUIP,0.2,10,,,,,TRUE,FALSE,,,,,,,,,0.012#0.015#0.22#0.6,TRUE,3,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_AK_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AK_FEMALE_FULL_HD,13,TRUE,,,0.25,0.25,,113,413,61;60;39,,,
126,GoldM14-II,63,Icon_HUD_M14,SOUND_M14_FIRE,SOUND_M14_SILENCER,SOUND_M14_MIDDLERANGE,SOUND_M14_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_M14_CLIPIN,SOUND_M14_CLIPOUT,SOUND_SWITCH_WEAPON_SNIPER,0,0,,,59,15,1,0.29,201,0;1;2;3;5,1,0,220,42,88,30,10,0.15,1.15,2,10,1,0.55,1,0.8,531;532;533;534;535;536;537,532,5515,SOUND_EQUIP,0.2,15,,,,,,TRUE,,,,,,,,,0.01#0.025#0.16#0.6,TRUE,2,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_AK_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AK_FEMALE_FULL_HD,11,TRUE,,,0.25,0.25,,111,411,54;17;55,,,
127,GoldM14-III,63,Icon_HUD_M14,SOUND_M14_FIRE,SOUND_M14_SILENCER,SOUND_M14_MIDDLERANGE,SOUND_M14_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_M14_CLIPIN,SOUND_M14_CLIPOUT,SOUND_SWITCH_WEAPON_SNIPER,0,0,,,59,15,1,0.26,201,0;1;2;3;5,1,0,220,42,88,30,10,0.15,1.15,2,10,1,0.55,1,0.8,531;532;533;534;535;536;537,532,5515,SOUND_EQUIP,0.2,15,,,,,,TRUE,,,,,,,,,0.01#0.025#0.16#0.6,TRUE,2,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_AK_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AK_FEMALE_FULL_HD,11,TRUE,,,0.25,0.25,,111,411,61;60;55,,,
128,GoldKar98k-II,64,Icon_HUD_Kar98k,SOUND_Kar98k_FIRE,SOUND_98K_SILENCER,SOUND_KAR98K_MIDDLERANGE,SOUND_KAR98K_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_Kar98k_CLIPIN,SOUND_Kar98k_CLIPOUT,SOUND_SWITCH_WEAPON_SNIPER,1,1,,,84,5,1,0.92,203,0;5,1,0.45,220,60,85,60,5,0,1,1,10,1,0.8,1,0.6,531;532;533;534;535;536;537,536,5516,SOUND_EQUIP,0.2,12,,,,,,FALSE,,1,,0.25,,,,,0.006#0.09#0.75#0.6,TRUE,1,,,,SOUND_Weapon_Kar98k_Bolt,,,,INGAME_WEAPON_OVERRIDE_ANIM_SNIPER_Kar98k_HD,INGAME_WEAPON_OVERRIDE_ANIM_SNIPER_Kar98k_FEMALE_HD,INGAME_WEAPON_OVERRIDE_ANIM_Kar98k_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_Kar98k_FEMALE_FULL_HD,21,TRUE,,,0.4,0.25,,121,421,56;54;17,,,
129,GoldKar98k-III,64,Icon_HUD_Kar98k,SOUND_Kar98k_FIRE,SOUND_98K_SILENCER,SOUND_KAR98K_MIDDLERANGE,SOUND_KAR98K_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_Kar98k_CLIPIN,SOUND_Kar98k_CLIPOUT,SOUND_SWITCH_WEAPON_SNIPER,1,1,,,84,5,1,0.83,203,0;5,1,0.5,220,60,85,60,5,0,1,1,10,1,0.8,1,0.6,531;532;533;534;535;536;537,536,5516,SOUND_EQUIP,0.2,12,,,,,,FALSE,,1,,0.25,,,,,0.006#0.09#0.75#0.6,TRUE,1,,,,SOUND_Weapon_Kar98k_Bolt,,,,INGAME_WEAPON_OVERRIDE_ANIM_SNIPER_Kar98k_HD,INGAME_WEAPON_OVERRIDE_ANIM_SNIPER_Kar98k_FEMALE_HD,INGAME_WEAPON_OVERRIDE_ANIM_Kar98k_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_Kar98k_FEMALE_FULL_HD,21,TRUE,,,0.4,0.25,,121,421,61;56;60,,,
130,GoldFAMAS-II,24,Icon_HUD_Famas,SOUND_FAMAS_FIRE,SOUND_FAMAS_SILENCER,SOUND_FAMAS_MIDDLERANGE,SOUND_FAMAS_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_FAMAS_CLIPIN,SOUND_FAMAS_CLIPOUT,SOUND_SWITCH_WEAPON_RIFLE,0,0,,,29,30,1,0.1,201,0;1;2;3;4;5,2,0,220,38,80,12,1,0.3,1.2,2,10,1,0.65,1,0.9,531;532;533;534;535;536;537,532,5519,SOUND_EQUIP,0.2,10,,,,,,TRUE,0.15,,,,,,,,0.015#0.02#0.1#0.6,TRUE,1,,0.25,3,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_AUG_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AUG_FEMALE_FULL_HD,24,TRUE,,,0.25,0.25,,124,424,64;17;31,,,
131,GoldFAMAS-III,24,Icon_HUD_Famas,SOUND_FAMAS_FIRE,SOUND_FAMAS_SILENCER,SOUND_FAMAS_MIDDLERANGE,SOUND_FAMAS_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_FAMAS_CLIPIN,SOUND_FAMAS_CLIPOUT,SOUND_SWITCH_WEAPON_RIFLE,0,0,,,29,30,1,0.1,201,0;1;2;3;4;5,2,0,220,38,80,12,1,0.3,1.2,2,10,1,0.65,1,0.9,531;532;533;534;535;536;537,532,5519,SOUND_EQUIP,0.2,10,,,,,,TRUE,0.15,,,,,,,,0.015#0.02#0.1#0.6,TRUE,1,,0.35,3,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_AUG_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AUG_FEMALE_FULL_HD,24,TRUE,,,0.25,0.25,,124,424,61;65;31,,,
132,GoldHeatGun-II,66,Icon_HUD_Superheat,SOUND_SUPERHEAT_FIRE,SOUND_SUPERHEAT_FIRE,SOUND_HEATGUN_MIDDLERANGE,SOUND_HEATGUN_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_SUPERHEAT_FIRE,,,SOUND_SWITCH_WEAPON,0,0,,,34,30,1,0.159,211,2;3;5,1,0,220,45,80,15,4,0.23,1.15,1.9,10,1,0.55,1,0,531;532;533;534;535;536;537,532,5517,SOUND_EQUIP,0.2,10,,,,,,FALSE,,,,,,,,,,TRUE,4,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_AR_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AR_FEMALE_FULL_HD,39,TRUE,,,0.25,0.25,,139,439,63;67;17,,,
